condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,next_study.keys,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,key_instr_study.rt,next_study.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.25,-0.029673591,1,0,0,0.515,unsorted_card,39,0,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.408119658,0.459940653,1,0,0,1.315,study_pile,40,0,40,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,0.570512821,0.050445104,1,0,0,3.812,test_first,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,3.862,12.598,0.429487179,-0.050445104,1,0,0,3.779,yes,PARROT,YIMINI,incorrect,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.365,0.457264957,0.118694362,1,0,0,1.115,yes,POEM,IDK,incorrect,1,0,1,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.232,0.391025641,-0.127596439,1,0,0,0.849,yes,GRAVE,LALIK,incorrect,2,0,2,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,0.376068376,-0.011869436,1,0,0,0.665,yes,CORN,MALAN,incorrect,3,0,3,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.932,0.397435897,-0.106824926,1,0,0,0.9,yes,BOAT,IDK,incorrect,4,0,4,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BLAME - LAWAMA,,,,,,,,return,return,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,3.039,6.872,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MANURE - SAMADI,,,,,,,,,return,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2.314,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,YEAST - HAMIRA,,,,,,,,,return,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.639,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,TAILOR - MSHONI,,,,,,,,,return,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.152,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,TREASURE - DAFINA,,,,,,,,,return,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.656,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,AGENT - WAKILI,,,,,,,,,return,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.481,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BULL - FAHILI,,,,,,,,,return,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.431,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,PLATE - SAHANI,,,,,,,,,return,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MERCHANT - TAJIRI,,,,,,,,,return,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.428,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BRIBE - RUSHWA,,,,,,,,,return,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.387,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.297008547,-0.06231454,1,0,0,5.627,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.510683761,0.459940653,1,0,0,4.616,study_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.329059829,-0.038575668,1,0,0,0.748,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.478632479,0,1,0,0,4.05,test_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.202991453,-0.053412463,1,0,0,1.032,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.523504274,0.513353116,1,0,0,0.914,study_pile,5,0,5,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.224358974,0.017804154,1,0,0,0.449,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
